This group include: "160748" "160910" "160725" "161002" "160837" "160846" "160737" "160424" "160429" "140834" "161011" "141205" "140847" "160930" "140855" "160409" "140839" "160431" "141128" "140907" "141007" "160423" "160753" "161007" "141013" "160916" "160802" "160634" "141129" "160746" "160636" "140828" "140854" "140841" "160730" "141006" "160617" "160418" "140848" "140830" "160608" "140853" "160819" "160728" "140903" "160818" "160822" "160626" "160804" "140927" "160419" "160923" "141127" "160830" "160915" "140918" "160832" "140911" "160739" "160813" "160908" "140926" "160729" "161013" "160814" "161039" "140904" "140928" "141002" "141003" 
n = 1
"21","Visual assessment-AA, Chest Auscultation-BA, R DP/PT-PC"
"21","T-spine-BK, L-spine-BK, Rectal-BK"
"21","Palpation-LLE, Visual inspection-RLE, Palpation-RLE"
"20","Pt arrival, Visual assessment-AA, Chest Auscultation-BA"
"20","Pt arrival, Verbal assessment-AA, Visual assessment-AA"
"19","Visual inspection-A, Palpation-A, Stability-PE"
"19","Palpation-A, Visual inspection-A, Stability-PE"
"18","Visual inspection-RUE, Palpation-RUE, Visual inspection-RUE"
"18","T-spine-BK, Visual inspection-BK, L-spine-BK"
"18","Right pupil-PU, Left pupil-PU, Right pupil-PU"
"18","Palpation-RLE, Visual inspection-RLE, Palpation-LLE"
"18","Palpation-RLE, Palpation-LLE, Visual inspection-LLE"
"18","Palpation-LLE, Visual inspection-LLE, Visual inspection-RLE"
"18","Chest Auscultation-BA, L DP/PT-PC, R DP/PT-PC"
"17","Visual inspection-RLE, Palpation-RLE, Visual inspection-RLE"
"17","Visual inspection-LLE, Palpation-LLE, Visual inspection-LLE"
"17","Visual inspection-H, Palpation-H, Visual inspection-F"
"17","Palpation-RUE, Visual inspection-LUE, Palpation-LUE"
"17","Palpation-H, Visual inspection-F, Palpation-F"
"17","Log roll-BK, Visual inspection-BK, C-spine-BK"
"16","Visual inspection-RUE, Palpation-RUE, Visual inspection-LUE"
"16","Visual inspection-RLE, Palpation-LLE, Visual inspection-LLE"
"15","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"
"15","Visual inspection-LLE, Visual inspection-RLE, Palpation-RLE"
"15","Visual inspection-H, Palpation-F, Visual inspection-F"
"15","Visual inspection-C, Visual inspection-A, Palpation-A"
"15","Total Verbalized-GCS, Visual inspection-H, Palpation-H"
"15","Palpation-H, Visual inspection-H, Palpation-F"

n = 4
"26","Visual inspection-RLE, Palpation-RLE, Visual inspection-LLE, Palpation-LLE"
"21","Palpation-C, Visual inspection-C, Palpation-A, Visual inspection-A"
"20","Pt arrival, Verbal assessment-AA, Visual assessment-AA, Chest Auscultation-BA"
"19","Visual inspection-LLE, Palpation-LLE, Visual inspection-RLE, Palpation-RLE"
"19","Log roll-BK, Visual inspection-BK, T-spine-BK, L-spine-BK"
"17","Visual inspection-BK, C-spine-BK, T-spine-BK, L-spine-BK"
"17","Visual assessment-AA, Chest Auscultation-BA, R DP/PT-PC, L DP/PT-PC"
"16","Visual inspection-RUE, Palpation-RUE, Visual inspection-LUE, Palpation-LUE"
"16","Visual inspection-RLE, Palpation-RLE, Palpation-LLE, Visual inspection-LLE"
"16","Visual inspection-H, Palpation-H, Visual inspection-F, Palpation-F"
"16","Log roll-BK, Visual inspection-BK, C-spine-BK, T-spine-BK"
"15","Palpation-RLE, Visual inspection-RLE, Palpation-LLE, Visual inspection-LLE"
"15","Palpation-H, Visual inspection-H, Palpation-F, Visual inspection-F"

This group include: "140856" "160621" "160911" "160625" "160740" "140831" "160629" "141021" "140910" "140920" "160914" "140836" "160820" "160415" "160824" "160924" "140912" "160921" "141211" "140846" "140919" "161004" "160422" "160613" "160614" "160615" "160724" "160847" "161001" "161040" "161105" "161128" "161207" "140832" "140833" "140837" "140843" "140905" "140913" "140931" "140937" "141126" "141027" 
n = 1
"116","Visual inspection-LLE"
"109","Visual inspection-RLE"
"109","Visual inspection-H"
"105","Palpation-LLE"
"101","Palpation-H"
"98","Palpation-RLE"
"95","Visual inspection-F"
"86","Visual inspection-RUE"
"85","Palpation-RUE"
"79","Visual inspection-A"
"77","Visual inspection-C"
"77","Palpation-F"
"75","Visual inspection-LUE"
"73","Palpation-A"
"70","Visual inspection-BK"
"68","Palpation-LUE"
"64","T-spine-BK"
"61","Right pupil-PU"
"59","L-spine-BK"
"56","Palpation-C"
"53","Left pupil-PU"
"50","C-spine-BK"
"49","Chest Auscultation-BA"
"48","Visual inspection-NE"
"44","R DP/PT-PC"
"44","Log roll-BK"
"43","Pt departure"
"43","Pt arrival"
"42","Visual assessment-AA"
"42","R otoscopy-EAR"
"42","Palpation-NE"
"41","Visual inspection-N"
"40","L otoscopy-EAR"
"39","Visual inspection-M"
"38","L DP/PT-PC"
"36","Visual inspection-G"
"36","Stability-PE"
"34","Verbal assessment-AA"
"30","Total Verbalized-GCS"
"30","Rectal-BK"
"26","L Visual inspection-EAR"
"23","R Visual inspection-EAR"
"11","R visual inspection-EY"
"11","L visual inspection-EY"

n = 2
"58","Visual inspection-H, Palpation-H"
"57","Visual inspection-RUE, Palpation-RUE"
"57","Palpation-RLE, Visual inspection-RLE"
"53","Visual inspection-LLE, Palpation-LLE"
"53","Visual inspection-F, Palpation-F"
"50","Palpation-LLE, Visual inspection-LLE"
"47","Palpation-H, Visual inspection-H"
"40","Visual inspection-LUE, Palpation-LUE"
"40","Right pupil-PU, Left pupil-PU"
"39","T-spine-BK, L-spine-BK"
"36","Visual inspection-RLE, Palpation-RLE"
"34","Visual inspection-A, Palpation-A"
"34","Palpation-C, Visual inspection-C"
"34","Palpation-A, Visual inspection-A"
"31","Palpation-F, Visual inspection-F"
"29","Palpation-RUE, Visual inspection-RUE"
"28","Visual inspection-RLE, Visual inspection-LLE"
"28","Visual inspection-NE, Palpation-NE"
"26","Palpation-LUE, Visual inspection-LUE"
"26","Log roll-BK, Visual inspection-BK"
"25","Visual assessment-AA, Chest Auscultation-BA"
"25","R DP/PT-PC, L DP/PT-PC"
"24","Left pupil-PU, Right pupil-PU"
"23","Visual inspection-C, Palpation-C"
"22","Visual inspection-N, Visual inspection-M"
"21","Visual inspection-RLE, Palpation-LLE"
"21","Visual inspection-BK, T-spine-BK"
"21","Verbal assessment-AA, Visual assessment-AA"
"21","Pt arrival, Verbal assessment-AA"
"20","Chest Auscultation-BA, R DP/PT-PC"
"19","Palpation-H, Visual inspection-F"
"18","Pt arrival, Visual assessment-AA"
"18","L-spine-BK, Rectal-BK"
"17","Visual inspection-C, Visual inspection-A"
"17","Visual inspection-C, Palpation-A"
"17","Visual inspection-BK, C-spine-BK"
"17","Palpation-RUE, Visual inspection-LUE"
"17","Palpation-RLE, Visual inspection-LLE"
"17","Palpation-F, Visual inspection-N"
"17","L-spine-BK, T-spine-BK"
"16","R otoscopy-EAR, L otoscopy-EAR"
"16","Palpation-A, Stability-PE"
"15","Visual inspection-H, Visual inspection-F"
"15","C-spine-BK, T-spine-BK"
"14","Visual inspection-LLE, Palpation-RLE"
"14","Visual inspection-BK, L-spine-BK"
"14","Stability-PE, Visual inspection-G"
"14","Palpation-NE, Visual inspection-NE"
"14","L DP/PT-PC, R DP/PT-PC"
"13","Visual inspection-LLE, Visual inspection-RLE"
"13","Verbal assessment-AA, Chest Auscultation-BA"
"13","T-spine-BK, Visual inspection-BK"
"13","Palpation-RLE, Palpation-LLE"
"12","Visual inspection-A, Stability-PE"
"12","Visual assessment-AA, Verbal assessment-AA"
"12","Palpation-RUE, Palpation-LUE"
"12","Palpation-LLE, Palpation-RLE"
"11","Visual inspection-F, Visual inspection-H"
"11","Total Verbalized-GCS, Right pupil-PU"
"11","Palpation-LUE, Visual inspection-RUE"
"11","L Visual inspection-EAR, L otoscopy-EAR"
"10","R otoscopy-EAR, R Visual inspection-EAR"
"10","Palpation-LLE, Visual inspection-RLE"
"10","L otoscopy-EAR, L Visual inspection-EAR"
"9","Visual inspection-RUE, Visual inspection-LUE"
"9","Visual inspection-A, Visual inspection-C"
"9","R otoscopy-EAR, L Visual inspection-EAR"
"9","R Visual inspection-EAR, R otoscopy-EAR"
"9","L DP/PT-PC, Total Verbalized-GCS"
"9","C-spine-BK, Visual inspection-BK"

n = 3
"20","Chest Auscultation-BA, R DP/PT-PC, L DP/PT-PC"
"19","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"
"19","Pt arrival, Verbal assessment-AA, Visual assessment-AA"
"18","Visual inspection-BK, T-spine-BK, L-spine-BK"
"18","Verbal assessment-AA, Visual assessment-AA, Chest Auscultation-BA"
"17","Visual inspection-RLE, Palpation-LLE, Visual inspection-LLE"
"17","Visual inspection-F, Palpation-F, Visual inspection-N"
"17","Palpation-RLE, Visual inspection-RLE, Palpation-LLE"
"16","Visual inspection-RUE, Palpation-RUE, Visual inspection-LUE"
"16","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE"
"15","Visual inspection-RLE, Palpation-RLE, Visual inspection-LLE"
"15","Palpation-RUE, Visual inspection-LUE, Palpation-LUE"
"15","Palpation-RLE, Visual inspection-LLE, Palpation-LLE"
"14","Visual inspection-H, Palpation-H, Visual inspection-H"
"14","Visual inspection-H, Palpation-H, Visual inspection-F"
"14","Visual inspection-C, Palpation-A, Visual inspection-A"
"14","Palpation-H, Visual inspection-F, Palpation-F"
"13","Visual inspection-H, Visual inspection-F, Palpation-F"
"13","Visual assessment-AA, Chest Auscultation-BA, R DP/PT-PC"
"13","Right pupil-PU, Left pupil-PU, Right pupil-PU"
"12","Visual inspection-LLE, Palpation-RLE, Visual inspection-RLE"
"12","Visual inspection-C, Visual inspection-A, Palpation-A"
"12","Visual inspection-A, Palpation-A, Stability-PE"
"12","T-spine-BK, L-spine-BK, Rectal-BK"
"12","Palpation-F, Visual inspection-N, Visual inspection-M"
"12","Palpation-C, Visual inspection-C, Palpation-A"
"12","Palpation-A, Visual inspection-A, Stability-PE"
"12","Log roll-BK, Visual inspection-BK, C-spine-BK"
"12","C-spine-BK, T-spine-BK, L-spine-BK"
"11","Visual inspection-LUE, Palpation-LUE, Visual inspection-RUE"
"11","Visual assessment-AA, Verbal assessment-AA, Chest Auscultation-BA"
"11","Total Verbalized-GCS, Right pupil-PU, Left pupil-PU"
"11","T-spine-BK, Visual inspection-BK, L-spine-BK"
"11","T-spine-BK, L-spine-BK, T-spine-BK"
"11","Pt arrival, Visual assessment-AA, Verbal assessment-AA"
"11","Palpation-LLE, Visual inspection-LLE, Palpation-RLE"
"11","Palpation-H, Visual inspection-H, Palpation-H"
"11","Log roll-BK, Visual inspection-BK, T-spine-BK"
"10","Visual inspection-BK, C-spine-BK, T-spine-BK"
"10","Palpation-RLE, Palpation-LLE, Visual inspection-LLE"
"10","Palpation-LUE, Visual inspection-RUE, Palpation-RUE"
"10","Palpation-H, Visual inspection-H, Visual inspection-F"
"9","Visual inspection-RUE, Palpation-RUE, Palpation-LUE"
"9","Visual inspection-F, Palpation-F, Visual inspection-F"
"9","R otoscopy-EAR, L Visual inspection-EAR, L otoscopy-EAR"
"9","R DP/PT-PC, L DP/PT-PC, Total Verbalized-GCS"
"9","Palpation-RUE, Palpation-LUE, Visual inspection-LUE"

n = 4
"18","Pt arrival, Verbal assessment-AA, Visual assessment-AA, Chest Auscultation-BA"
"16","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"
"16","Palpation-RLE, Visual inspection-RLE, Palpation-LLE, Visual inspection-LLE"
"15","Visual inspection-RLE, Palpation-RLE, Visual inspection-LLE, Palpation-LLE"
"14","Visual inspection-RUE, Palpation-RUE, Visual inspection-LUE, Palpation-LUE"
"13","Visual assessment-AA, Chest Auscultation-BA, R DP/PT-PC, L DP/PT-PC"
"12","Visual inspection-F, Palpation-F, Visual inspection-N, Visual inspection-M"
"11","Palpation-LLE, Visual inspection-LLE, Palpation-RLE, Visual inspection-RLE"
"11","Palpation-C, Visual inspection-C, Palpation-A, Visual inspection-A"
"10","Visual inspection-LUE, Palpation-LUE, Visual inspection-RUE, Palpation-RUE"
"10","Visual inspection-H, Palpation-H, Visual inspection-F, Palpation-F"
"10","Visual inspection-BK, T-spine-BK, L-spine-BK, Rectal-BK"
"10","Pt arrival, Visual assessment-AA, Verbal assessment-AA, Chest Auscultation-BA"
"10","Palpation-H, Visual inspection-H, Visual inspection-F, Palpation-F"
"9","Visual inspection-C, Palpation-A, Visual inspection-A, Stability-PE"
"9","Visual inspection-BK, C-spine-BK, T-spine-BK, L-spine-BK"
"9","Log roll-BK, Visual inspection-BK, T-spine-BK, L-spine-BK"

This group include: "160816" "160620" "160904" "160925" "160439" "160823" "141001" "140921" "160919" "161006" 
n = 1
"31","Visual inspection-F"
"29","Visual inspection-RLE"
"28","Visual inspection-H"
"28","Palpation-RLE"
"28","Palpation-H"
"26","Palpation-F"
"24","T-spine-BK"
"22","Palpation-LLE"
"21","Visual inspection-LLE"
"21","Visual inspection-C"
"21","Palpation-C"
"20","L-spine-BK"
"19","Visual inspection-BK"
"17","Palpation-RUE"
"16","Palpation-LUE"
"15","Visual inspection-RUE"
"14","Visual inspection-LUE"
"14","Right pupil-PU"
"14","Palpation-A"
"13","Visual inspection-NE"
"13","Visual inspection-A"
"13","Visual assessment-AA"
"13","Palpation-NE"
"13","Log roll-BK"
"13","Left pupil-PU"
"11","Visual inspection-M"
"11","Stability-PE"
"11","R DP/PT-PC"
"11","Chest Auscultation-BA"
"10","Verbal assessment-AA"
"10","R otoscopy-EAR"
"10","Pt departure"
"10","Pt arrival"
"10","L otoscopy-EAR"
"10","C-spine-BK"
"9","L DP/PT-PC"
"7","Visual inspection-N"
"7","Rectal-BK"
"7","L visual inspection-EY"
"6","R visual inspection-EY"
"5","Visual inspection-G"
"4","Total Verbalized-GCS"
"4","R Visual inspection-EAR"

n = 2
"21","Palpation-RLE, Visual inspection-RLE"
"18","Palpation-F, Visual inspection-F"
"16","Visual inspection-LLE, Palpation-LLE"
"15","Visual inspection-H, Palpation-H"
"15","T-spine-BK, L-spine-BK"
"15","Palpation-C, Visual inspection-C"
"14","Palpation-H, Visual inspection-H"
"11","Palpation-LLE, Palpation-RLE"
"10","Visual inspection-RLE, Visual inspection-LLE"
"10","Visual inspection-RLE, Palpation-RLE"
"10","Visual inspection-NE, Palpation-NE"
"10","Visual inspection-F, Palpation-F"
"10","Visual inspection-C, Palpation-C"
"9","Visual inspection-BK, T-spine-BK"
"9","Right pupil-PU, Left pupil-PU"
"9","Palpation-RUE, Visual inspection-RUE"
"8","Visual inspection-LUE, Palpation-LUE"
"8","Palpation-LUE, Visual inspection-LUE"
"8","Palpation-A, Visual inspection-A"
"8","Log roll-BK, Visual inspection-BK"
"8","Left pupil-PU, Right pupil-PU"
"7","L-spine-BK, T-spine-BK"
"6","Visual assessment-AA, Verbal assessment-AA"
"6","Visual assessment-AA, Chest Auscultation-BA"
"6","Verbal assessment-AA, Visual assessment-AA"
"6","R otoscopy-EAR, L otoscopy-EAR"
"6","Pt arrival, Visual assessment-AA"
"6","L-spine-BK, Rectal-BK"
"5","Visual inspection-RUE, Palpation-RUE"
"5","Visual inspection-C, Palpation-A"
"5","Visual inspection-A, Stability-PE"
"5","Visual inspection-A, Palpation-A"
"5","R DP/PT-PC, L DP/PT-PC"
"5","Palpation-RLE, Visual inspection-LLE"
"4","Visual inspection-RUE, Visual inspection-LUE"
"4","Visual inspection-F, Visual inspection-M"
"4","R visual inspection-EY, L visual inspection-EY"
"4","Pt arrival, Verbal assessment-AA"
"4","Palpation-NE, Visual inspection-C"
"4","Palpation-LUE, Palpation-RUE"
"4","Palpation-H, Visual inspection-F"
"4","L DP/PT-PC, R DP/PT-PC"
"4","Chest Auscultation-BA, L DP/PT-PC"
"3","Visual inspection-RUE, Palpation-LUE"
"3","Visual inspection-RLE, Palpation-LLE"
"3","Visual inspection-M, Palpation-F"
"3","Visual inspection-F, Log roll-BK"
"3","Verbal assessment-AA, Chest Auscultation-BA"
"3","Stability-PE, Palpation-RLE"
"3","Rectal-BK, Visual inspection-BK"
"3","R Visual inspection-EAR, R otoscopy-EAR"
"3","Palpation-RUE, Palpation-LUE"
"3","Palpation-NE, Visual inspection-NE"
"3","Palpation-LLE, Palpation-LLE"
"3","L-spine-BK, Visual inspection-BK"
"3","L visual inspection-EY, R visual inspection-EY"
"3","L otoscopy-EAR, Visual inspection-NE"
"3","L DP/PT-PC, Right pupil-PU"
"3","Chest Auscultation-BA, R DP/PT-PC"
"3","C-spine-BK, T-spine-BK"

n = 3
"11","Palpation-LLE, Palpation-RLE, Visual inspection-RLE"
"10","Visual inspection-LLE, Palpation-LLE, Palpation-RLE"
"9","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"
"8","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE"
"6","Visual inspection-C, Palpation-C, Visual inspection-C"
"6","Visual inspection-BK, T-spine-BK, L-spine-BK"
"6","T-spine-BK, L-spine-BK, T-spine-BK"
"6","Palpation-C, Visual inspection-C, Palpation-C"
"6","Log roll-BK, Visual inspection-BK, T-spine-BK"
"5","Visual inspection-C, Palpation-A, Visual inspection-A"
"5","T-spine-BK, L-spine-BK, Rectal-BK"
"5","Palpation-RLE, Visual inspection-LLE, Palpation-LLE"
"5","Palpation-C, Visual inspection-C, Palpation-A"
"5","Palpation-A, Visual inspection-A, Stability-PE"
"4","Visual inspection-RUE, Visual inspection-LUE, Palpation-LUE"
"4","Visual inspection-RLE, Palpation-RLE, Visual inspection-RLE"
"4","Visual inspection-RLE, Palpation-RLE, Visual inspection-LLE"
"4","Visual inspection-NE, Palpation-NE, Visual inspection-C"
"4","Visual inspection-F, Palpation-F, Visual inspection-F"
"4","Verbal assessment-AA, Visual assessment-AA, Chest Auscultation-BA"
"4","Right pupil-PU, Left pupil-PU, Right pupil-PU"
"4","Pt arrival, Verbal assessment-AA, Visual assessment-AA"
"4","Palpation-RLE, Visual inspection-RLE, Palpation-RLE"
"4","Palpation-NE, Visual inspection-C, Palpation-C"
"4","L-spine-BK, T-spine-BK, L-spine-BK"
"3","Visual inspection-RUE, Palpation-LUE, Visual inspection-LUE"
"3","Visual inspection-LUE, Palpation-LUE, Visual inspection-LUE"
"3","Visual inspection-LLE, Palpation-LLE, Palpation-LLE"
"3","Visual inspection-H, Palpation-H, Visual inspection-H"
"3","Visual inspection-H, Palpation-H, Visual inspection-F"
"3","Visual assessment-AA, Verbal assessment-AA, Chest Auscultation-BA"
"3","Stability-PE, Palpation-RLE, Visual inspection-RLE"
"3","R otoscopy-EAR, L otoscopy-EAR, Visual inspection-NE"
"3","R Visual inspection-EAR, R otoscopy-EAR, L otoscopy-EAR"
"3","Pt arrival, Visual assessment-AA, Verbal assessment-AA"
"3","Palpation-RUE, Visual inspection-RUE, Visual inspection-LUE"
"3","Palpation-RUE, Visual inspection-RUE, Palpation-LUE"
"3","Palpation-RLE, Visual inspection-RLE, Palpation-LLE"
"3","Palpation-LUE, Palpation-RUE, Visual inspection-RUE"
"3","Palpation-H, Visual inspection-H, Palpation-H"
"3","Palpation-H, Visual inspection-F, Palpation-F"
"3","Palpation-F, Visual inspection-F, Palpation-F"
"3","Left pupil-PU, Right pupil-PU, Left pupil-PU"
"3","L-spine-BK, Rectal-BK, Visual inspection-BK"
"3","L otoscopy-EAR, Visual inspection-NE, Palpation-NE"
"3","L DP/PT-PC, Right pupil-PU, Left pupil-PU"
"3","Chest Auscultation-BA, R DP/PT-PC, L DP/PT-PC"
"3","Chest Auscultation-BA, L DP/PT-PC, R DP/PT-PC"

n = 4
"10","Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE"
"8","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"
"7","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE"
"5","Palpation-C, Visual inspection-C, Palpation-C, Visual inspection-C"
"5","Palpation-C, Visual inspection-C, Palpation-A, Visual inspection-A"
"4","Visual inspection-RLE, Palpation-RLE, Visual inspection-LLE, Palpation-LLE"
"4","Visual inspection-NE, Palpation-NE, Visual inspection-C, Palpation-C"
"4","Visual inspection-BK, T-spine-BK, L-spine-BK, T-spine-BK"
"4","T-spine-BK, L-spine-BK, T-spine-BK, L-spine-BK"
"4","Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE"
"3","Visual inspection-H, Palpation-H, Visual inspection-F, Palpation-F"
"3","Visual inspection-C, Palpation-C, Visual inspection-C, Palpation-C"
"3","T-spine-BK, L-spine-BK, Rectal-BK, Visual inspection-BK"
"3","R otoscopy-EAR, L otoscopy-EAR, Visual inspection-NE, Palpation-NE"
"3","Pt arrival, Verbal assessment-AA, Visual assessment-AA, Chest Auscultation-BA"
"3","Palpation-RUE, Visual inspection-RUE, Visual inspection-LUE, Palpation-LUE"
"3","Palpation-RUE, Visual inspection-RUE, Palpation-LUE, Visual inspection-LUE"
"3","Palpation-RLE, Visual inspection-RLE, Palpation-RLE, Visual inspection-RLE"
"3","Palpation-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-LLE"
"3","Palpation-LUE, Palpation-RUE, Visual inspection-RUE, Visual inspection-LUE"
"3","Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Palpation-RLE"
"3","Log roll-BK, Visual inspection-BK, T-spine-BK, L-spine-BK"

n = 5
"7","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE"
"7","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE"
"4","Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE"
"4","Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"
"3","Visual inspection-BK, T-spine-BK, L-spine-BK, T-spine-BK, L-spine-BK"
"3","Palpation-LUE, Palpation-RUE, Visual inspection-RUE, Visual inspection-LUE, Palpation-LUE"

n = 6
"7","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE"
"4","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE"
"4","Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"
